email_text,category,urgency
c f a b e da,request,medium
ef e c b ae a d fd,request,medium
fa e c fac c a bfac,request,medium
please call our customer service representative on freephone between am pm as you have won a guaranteed cash or prize,spam,low
horrible experience of redmi pro readon to know more,feedback,low
d ccc b e c de d,request,medium
be c babb f a,request,medium
a d b a c a f f e e,request,medium
b f f e a e a df d,request,medium
adfeb b f b e cc f f,request,medium
e ea b b f b a d abe c,request,medium
caafa e b f ae d fc c,request,medium
ece ad a ae a c a b f f,request,medium
lol your always so convincing,spam,low
the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,spam,low
dfbac c e d f c c f e,request,medium
c ceffc e bd d b dbcd e,request,medium
d ac a d b b a a,request,medium
okie,spam,low
tessy pls do me a favor pls convey my birthday wishes to nimya pls dnt forget it today is her birthday shijas,spam,low
rt king pro video club need help info ringtoneking co uk or call you must be club credits redeemable at www ringtoneking co uk enjoy,spam,low
aight see you in a bit,spam,low
b d e de a c d eea a,request,medium
f b e b e e d,request,medium
a b f c ff b a e fba e e,request,medium
fran i decided go n e way im completely broke an knackered i got up bout c u mrw love janx p s this is my dads fone no credit,spam,low
c fc bd ca e e e,request,medium
thanks for ve lovely wisheds you rock,spam,low
lmao ok i wont be needing u to do my hair anymore,spam,low
not tel software name,spam,low
oh the grand is having a bit of a party but it doesn t mention any cover charge so it s probably first come first served,spam,low
sorry chikku my cell got some problem thts y i was nt able to reply u or msg u,spam,low
party s at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,spam,low
e d bd ee ac,request,medium
best phone from redmi series,feedback,low
f c a b cd ab ff,request,medium
b a bf b ffdd,request,medium
f e f edf ad b ee e e,request,medium
daad eb deb f d e f de,request,medium
aiyah ok wat as long as got improve can already wat,spam,low
d a aca f a b c a ded f,request,medium
thanx u darlin im cool thanx a few bday drinks nite morrow off take care c u soon xxx,spam,low
noice text me when you re here,spam,low
hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of me are you missing me,spam,low
f b d eb b d,request,medium
sorry i can t help you on this,spam,low
don t buy camera quality extreme poor,feedback,low
gsoh good with spam the ladies u could b a male gigolo join the uk s fastest growing mens club reply oncall mjzgroup stop reply stop msg rcvd,spam,low
b f c e aa c c d,request,medium
f b a c d d ab d,request,medium
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim c valid hrs only,spam,low
do thing change that sentence into because i want concentrate in my educational career im leaving here,spam,low
good,feedback,low
lord of the rings return of the king in store now reply lotr by june chance win lotr soundtrack cds stdtxtrate reply stop to end txts,spam,low
ce f a bec a b b c,request,medium
i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,spam,low
just wanted to say holy shit you guys weren t kidding about this bud,spam,low
e c d c b a efede,request,medium
b a b c f d a f c ffa,request,medium
fc a b e a,request,medium
d d ad ef ceb cfb,request,medium
honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday,spam,low
ccb a a d e b a e d,request,medium
e a ee d eff f f,request,medium
b b a e b bbb e d cf,request,medium
ea cd bfbd f d a ec b,request,medium
b a ec f ee e b,request,medium
ac c d f b edc de d,request,medium
super,feedback,low
can help u swoop by picking u up from wherever ur other birds r meeting if u want,spam,low
d a c e d a e b f de dfb,request,medium
d f da b f cc c,request,medium
damn poor zac doesn t stand a chance,spam,low
da cc ce dfc,request,medium
c a d dd d a a ef fd,request,medium
f b ab c e baf,request,medium
sorry da thangam very very sorry i am held up with prasad,spam,low
easy ah sen got selected means its good,spam,low
f fbf f e b a bb ffdea,request,medium
e bbc c c a a acc bcceb d,request,medium
oh well c u later,spam,low
f e f e d aaf bc a f c c,request,medium
hack chat get backdoor entry into chat rooms at a fraction of the cost reply neo or call to subscribe p pm dps bcm box ldn wc n xx,spam,low
f eeddf f c a f b f,request,medium
when you and derek done with class,spam,low
hi mobile no lt gt has added you in their contact list on www fullonsms com it s a great place to send free sms to people for more visit fullonsms com,spam,low
b ad c bb a f cdf c,request,medium
bf f e a f b bc cc eb,request,medium
c b ba bcf b d cca dfedabe,request,medium
ee f ed b f ab f a,request,medium
full display not working in all application,feedback,low
a c f d b ddd ee f,request,medium
f b ef aaaf f f,request,medium
a f d d e e e afb,request,medium
a c b d ac dd f,request,medium
this pen thing is beyond a joke wont a biro do don t do a masters as can t do this ever again,spam,low
fe fce bd e a c db a d,request,medium
speaking of does he have any cash yet,spam,low
ha ha ha good joke girls are situation seekers,spam,low
d d be b c ec dce e,request,medium
b f f e bf ea b b,request,medium
if we win its really no side for long time,spam,low
but i m on a diet and i ate too many slices of pizza yesterday ugh i m always on a diet,spam,low
a ac a b c c f,request,medium
ceri u rebel sweet dreamz me little buddy c ya moro who needs blokes,spam,low
b c fb a d a b a c,request,medium
f e bac a b ad ce c,request,medium
ek jakas cellphone,feedback,low
adult content your video will be with you shortly,spam,low
a f f ce a ad e ff fbf e c,request,medium
a aba b e b e fbd d,request,medium
cc b fe e ec e b,request,medium
ef ba fd aaae afc c eb f,request,medium
i am ft we will be a good combination,spam,low
haven t eaten all day i m sitting here staring at this juicy pizza and i can t eat it these meds are ruining my life,spam,low
d d c f b cd a d a a a,request,medium
c b b c c b b acc b d f c,request,medium
welp apparently he retired,spam,low
da e d be a b a df e,request,medium
b f ea a a a da b c,request,medium
f e b a b f ae d,request,medium
u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on stopsms,spam,low
hi what you think about match,spam,low
that s cool i ll come by like lt gt ish,spam,low
bc e c d c bf b ce c,request,medium
c df df e b b,request,medium
bc efe e c e edcc b,request,medium
fb e d e d a d cae,request,medium
b b bc b e fe a aba,request,medium
b bf e a f cf ecc a f,request,medium
fad e e d a a e c c f,request,medium
dd a b d e af ec e e,request,medium
f d ad b cdff e f e b f f fad c,request,medium
i plane to give on this month end,spam,low
d c b e f e e c bb,request,medium
cb d a d dc ed ae b,request,medium
b b d b cf b ba d e,request,medium
aa ba cc b e a ef c,request,medium
you d like that wouldn t you jerk,spam,low
bab e e a a a d adb,request,medium
yes it completely in out of form clark also utter waste,spam,low
a b f aefd c d,request,medium
d fed d adc c f bfb,request,medium
b ea bd e e e b ec,request,medium
c b c be c,request,medium
c ac abcedd da,request,medium
so how s the weather over there,spam,low
ca a a c bf a d deba e,request,medium
do you ever notice that when you re driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,spam,low
hey do you want anything to buy,spam,low
also that chat was awesome but don t make it regular unless you can see her in person,spam,low
monthly password for wap mobsi com is use your wap phone not pc,spam,low
b c f b c bf ce bbdc,request,medium
a b ea ad e f f d,request,medium
d c ffee a a fe f cc e,request,medium
afcb ffd d b a ad e b,request,medium
a f c b e c c bc,request,medium
ce ae e a dc b ac f b,request,medium
she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife,spam,low
congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,spam,low
e ac abc c,request,medium
yeah we wouldn t leave for an hour at least how s sound,spam,low
ac b a d d d a d,request,medium
i will send them to your email do you mind lt gt times per night,spam,low
a e d be e e d e c bf,request,medium
b f fb b d c e bbce,request,medium
c d df e a d ba c fab,request,medium
a d e b c bf b a e,request,medium
you will be in the place of that man,spam,low
fully satisfied,feedback,low
satisfied,feedback,low
aaba d d d d d c cda e b,request,medium
cb e eee c a d bed a ed c,request,medium
please call immediately as there is an urgent message waiting for you,spam,low
just got outta class gonna go gym,spam,low
fd e e d a b c,request,medium
bce c c aa a b ca f,request,medium
a bce f a a f f fcedc c ea,request,medium
hi do u want to join me with sts later meeting them at five call u after class,spam,low
b c e d d cffe eacc,request,medium
d f e aed c b f,request,medium
ef ea b c c a b c a c dbcec,request,medium
b a cc a a cc be dfbfe c,request,medium
f da fc d b c c ea,request,medium
c d a df c a c c cfb f f ca,request,medium
c d a b b b a e b,request,medium
aee dd a ce f a,request,medium
p alfie moon s children in need song on ur mob tell ur m s txt tone charity to for nokias or poly charity for polys zed profit charity,spam,low
what s a feathery bowa is that something guys have that i don t know about,spam,low
be d dd ce aa a,request,medium
we live in the next lt gt mins,spam,low
am watching house very entertaining am getting the whole hugh laurie thing even with the stick indeed especially with the stick,spam,low
b c bdb c b ee aeecfd,request,medium
lol no u can trust me,spam,low
d a bfa b aa f a b c,request,medium
d a eacd c a b e ff e,request,medium
b fcd e c d e,request,medium
d f dd a a fe f,request,medium
fe bc f d b fbb f f,request,medium
hey you can pay with salary de only lt gt,spam,low
f aad f fd def bcd,request,medium
you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between am pm cost p,spam,low
aa a c c bdadbdf f,request,medium
f e b d c b b a d e fc d,request,medium
a d c da eec,request,medium
a c afe c c d b a a bd,request,medium
a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided aproach d gal dt time a truck was speeding towards d gal wn it was about hit d girl d boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily gthr drinking boost evrydy moral of d story i hv free msgs d gud ni,spam,low
